userId,Total_Accepted_Answers,score,posts,Reputation,Age,UpVotes,DownVotes,Location,views
13795,1,-1,1,101,,13,0,South Africa,1
114,2,16,3,861,39,44,1,NE UK,77
199,3,76,3,2320,37,151,3,"Nottingham, United Kingdom",244
401,2,13,2,8294,33,399,6,"San Francisco, CA",1552
501,2,7,2,325,32,11,0,"Toronto, Canada",24
601,5,49,6,16369,,342,32,"Halifax, Canada",2161
1050,5,45,6,629,,94,2,Germany,72
1150,5,91,6,835,,25,0,,81
1216,1,43,3,230,,0,0,,27
1537,2,15,2,385,,21,1,"Berkeley, CA",47
1871,6,48,6,504,40,40,0,United Kingdom,44
1886,0,4,1,24,28,0,0,"Bangalore, India",6
2322,3,10,3,161,,49,0,,44
2488,2,16,5,661,26,32,1,Germany,93
2724,0,7,2,36,33,0,0,,5
2824,6,46,8,388,,29,0,,46
3058,0,14,1,1280,36,135,1,Brazil,169
3107,0,9,2,52,,0,0,,14
3158,1,4,1,23,,7,0,,2
3309,2,18,2,426,31,100,0,California,38
3807,2,18,2,472,30,42,1,"Berlin, Germany",94
4060,1,0,1,103,,9,0,,27
4345,0,6,2,31,,0,0,,4
4594,0,5,1,56,,0,0,,6
4679,4,5,6,216,,10,0,,21
4843,6,56,9,743,32,32,0,"Colchester, UK",158
5281,0,4,1,140,,0,0,,6
5615,1,8,1,228,,0,0,"Providence, RI",22
5781,0,6,2,104,,0,0,USA,41
6015,4,60,8,602,,85,0,,41
6432,5,9,6,317,,229,5,"Zurich, Switzerland",73
6566,0,7,1,36,,0,0,,11
6681,0,3,1,26,,0,0,,8
6917,2,15,2,934,34,229,2,"London, United Kingdom",117
7251,0,9,2,374,,30,0,Iran,49
7417,0,21,4,378,,3,0,,15
7787,2,20,3,678,,35,1,"Rotterdam, Netherlands",77
7968,9,33,9,238,,76,7,,52
8004,0,7,1,81,,0,0,,18
8053,1,2,2,421,,18,0,,77
8102,1,15,1,90,,2,0,,7
8289,5,42,6,661,,66,0,,116
8302,0,2,1,111,,2,0,,4
8353,1,2,1,115,,4,0,,6
8889,1,2,1,13,,0,0,,5
8938,0,9,1,46,,0,0,,17
9123,0,3,1,16,,0,0,,3
9125,1,2,1,294,,9,1,,47
9289,1,1,1,106,,0,0,,5
9340,1,7,1,55,34,3,0,"Seattle, WA",4
9423,0,2,2,11,,0,0,,2
9576,1,9,3,122,,3,0,,17
9640,1,3,2,52,34,23,0,"Manhattan, NY",9
9759,0,4,1,21,,0,0,,8
9976,0,4,2,29,,0,0,,33
10110,1,2,1,188,,7,0,,11
10125,0,1,1,6,,0,0,,1
10176,0,5,1,26,,0,0,,9
10710,0,3,1,16,,0,0,,2
10746,2,4,2,57,,0,0,,9
11061,2,7,2,140,30,7,0,"New York, United States",14
11097,0,1,1,6,,0,0,,2
11346,0,9,1,161,,26,0,Colorado,19
11397,3,7,3,192,37,92,0,"Mexico City, Mexico",14
11412,0,8,1,41,,0,0,,4
11448,1,14,1,131,,7,0,"Paris, France",10
11646,0,0,1,3405,31,50,12,,202
11748,7,36,10,1345,,528,7,Mexico,329
11795,0,3,1,16,,0,0,,0
12731,0,3,1,16,,0,0,,4
12782,0,5,1,26,,0,0,,1
13169,0,2,1,11,,0,0,,2
13184,1,2,1,123,,1,0,,10
13267,1,3,1,378,,52,0,,19
13367,0,1,1,136,32,1,0,"Tokyo, Japan",2
13467,2,2,2,50,,5,0,,6
13567,2,8,2,52,,12,0,"Houghton, MI",6
13684,2,6,3,565,,38,4,,56
13803,2,9,2,155,,6,0,,14
14305,1,15,4,78,,3,0,,9
14405,0,0,1,1,,0,0,Virginia,0
14556,3,25,8,179,,2,0,,40
14705,2,3,2,20,,0,0,,20
16041,3,9,4,94,,7,0,,13
16075,0,7,1,36,,0,0,,3
16175,5,16,7,708,,36,2,Netherlands,201
16692,1,1,1,108,,1,0,,5
16811,1,33,2,573,,143,8,,193
52,5,25,6,1381,,12,0,,113
59,1,5,2,519,34,53,0,"Fredericton, Canada",108
588,10,75,14,1199,,40,0,,244
795,2,13,2,6419,42,1633,9,"San Francisco, CA",1340
988,1,11,1,413,,31,0,,65
1106,0,6,1,3365,,202,2,,212
1463,1,3,1,123,52,12,0,"Berkeley, CA",4
1663,2,28,3,172,,5,0,,65
1681,1,11,1,158,44,4,0,"New York, NY",13
1706,0,2,1,124,32,0,0,"Bangalore, India",33
2149,0,0,1,128,,31,0,,19
2192,1,5,1,216,32,1,0,"Chicago, IL",19
2310,7,20,7,3602,,255,2,,2468
2617,0,13,1,176,,0,1,,22
2728,2,13,2,1104,,14,0,,103
2817,36,435,39,13904,30,1596,10,"San Francisco, CA",2359
2842,3,15,3,197,,2,0,,19
3017,1,0,2,100,28,85,0,Northern Europe,29
3178,1,12,1,168,,7,0,"Jerusalem, Israel",12
3310,24,92,32,835,,69,0,,123
3671,3,42,7,514,,7,0,,63
3996,0,1,1,6,,0,0,,3
4596,0,5,1,36,,0,0,,3
4625,0,17,1,86,,0,0,,13
4864,1,3,2,654,,35,2,,77
5536,1,6,1,712,,37,0,,73
5561,2,29,2,599,33,39,0,"Los Angeles, CA",76
5918,1,2,1,135,,1,0,,10
6143,0,2,1,11,,0,0,,2
6404,0,1,1,16,,0,0,,4
6454,1,1,1,150,,203,3,"London, United Kingdom",23
6479,1,5,4,530,,40,0,,109
6547,9,46,18,1129,34,61,0,Italy,222
6761,0,1,1,158,,2,0,"Paris, France",13
6854,2,3,2,140,,2,0,,17
7054,1,4,1,126,27,0,0,"Newcastle, CA",2
7340,0,3,1,101,,5,0,,11
7347,0,2,2,128,39,9,0,"Lisbon, Portugal",16
7740,0,2,1,41,,0,0,"Hyderabad, India",18
7883,2,7,2,294,36,195,0,Brighton,75
8076,1,9,1,7722,,314,33,,683
8101,14,118,17,1123,,152,1,New York,321
8283,0,2,1,11,,0,0,,1
8608,0,3,1,41,,0,0,,15
8744,2,12,2,227,41,3,0,"Seattle, WA",20
8926,1,5,1,537,27,11,1,"Providence, RI",28
9019,0,8,1,148,32,0,0,,3
9326,0,3,1,128,,2,0,,12
9351,0,4,1,48,,1,0,,11
9369,0,3,1,16,,0,0,,3
9419,0,1,1,6,,0,0,,3
9637,1,1,1,8,,0,0,,0
9680,1,16,1,249,26,12,0,"New York, United States",34
9887,2,55,3,361,26,16,0,"Bahia, Brazil",100
9944,0,6,1,64,,2,0,,11
10023,1,4,1,23,,3,0,,1
10416,1,0,1,690,,178,1,Argentina,97
10505,0,5,1,126,,0,0,,2
10598,8,39,15,679,,101,4,,114
10623,0,11,1,56,,0,0,,6
10705,3,2,3,84,,4,0,,21
11091,2,20,5,1885,30,263,9,"Madison, WI",271
11148,1,13,3,228,,101,0,Germany,34
11223,0,1,1,21,,0,0,,4
11334,1,0,1,103,,0,0,,2
11509,1,3,1,118,30,58,0,"Fairhope, AL",9
11691,0,10,1,223,,1,0,,15
12202,0,1,1,172,,7,0,"London, United Kingdom",5
12245,0,17,4,217,,9,0,,17
12334,1,7,1,210,,6,0,,10
12427,0,-1,1,255,,4,1,,20
12752,1,0,1,622,,42,5,,63
12870,0,9,1,146,,0,0,,6
12981,1,0,1,122,,1,0,,7
13020,1,2,1,45,,4,0,,6
13138,1,12,2,4593,,69,2,Canada,536
13424,0,2,1,118,,6,0,,7
13431,2,6,2,207,28,2,0,Slovenia,23
13538,0,3,1,1013,,20,0,United States,74
13649,0,-5,1,6,,0,0,,7
13849,2,13,2,203,,9,0,London,21
14156,2,5,3,193,,64,0,USA,39
14360,0,23,1,228,,0,0,,4
14649,1,7,1,83,,13,0,,8
14674,2,7,2,204,,9,0,,55
14699,1,8,4,174,34,9,0,Iran,22
14767,1,0,1,120,,3,0,,12
36,5,78,6,2065,33,26,1,"Nashville, TN",276
179,6,65,6,2040,,454,11,,224
229,2,11,2,875,,72,0,,101
386,1,6,1,1616,34,55,0,"Halifax, Canada",369
686,0,11,1,57825,57,2446,91,"New York, NY",13410
1079,1,10,2,212,,8,0,"Halifax, Canada",43
1329,1,3,1,2650,,134,7,United States,561
1422,1,5,1,455,43,8,0,"Denver, CO",48
1558,1,8,1,135,,1,0,,9
1615,0,1,1,6,,0,0,,1
1808,3,78,3,897,,3,0,Argentina,452
1965,1,1,1,255,,26,0,,29
2101,3,12,6,253,,5,0,,22
2544,0,10,1,236,,3,0,"New York, NY",22
3094,1,15,2,172,31,44,1,"Amsterdam, The Netherlands",98
3287,0,1,3,269,32,31,2,"Mexico City, Mexico",10
3301,0,36,3,688,,12,0,,61
3401,5,46,7,296,44,40,1,Sweden,41
3744,0,4,1,56,,15,0,"Mountain View, California",29
4087,1,59,1,398,,28,0,"San Francisco, CA",31
4237,1,10,2,53,33,2,0,"Blacksburg, VA",9
4337,1,21,3,1104,,87,2,,86
4473,0,3,1,16,,0,0,,7
4523,1,2,1,81,,25,0,"New York, NY",7
4666,0,0,1,1,,0,0,,1
4673,3,22,5,626,,10,0,,57
4766,0,3,1,16,,0,0,,6
4959,0,8,1,51,,2,0,,27
5402,0,11,1,71,,0,0,,11
5416,0,5,1,131,,2,0,"Houston, TX",2
5509,7,112,21,2295,,198,7,,618
5795,2,4,2,294,,189,1,Netherlands,127
5902,1,4,2,81,,0,0,,5
6159,1,3,1,18,,0,0,,3
6295,1,11,1,58,,1,0,,7
6345,1,1,3,128,,0,0,,11
6488,1,3,1,118,28,0,0,South Korea,4
6695,0,2,1,16,,0,0,,2
6838,0,0,1,1,,0,0,,5
7138,1,1,2,283,,17,0,,26
7188,0,8,2,186,,14,0,,19
7331,1,0,1,110,,2,0,"New York, NY",13
7488,0,3,1,16,,0,0,,5
7681,0,17,1,141,,1,0,Dublin,7
8024,1,3,2,33,,2,0,,7
8081,1,6,1,133,32,17,0,Brazil,7
8374,0,4,1,169,,12,0,,8
8610,1,8,1,43,,2,0,,7
8724,13,35,13,1100,,57,4,,112
8853,1,12,1,175,,56,0,,4
8910,1,0,1,3,,0,0,,3
9246,2,6,2,35,,0,0,,3
9346,1,2,1,13,,0,0,,0
9560,2,5,2,62,,19,0,,39
10046,0,22,1,111,,0,0,,9
10089,0,8,1,56,,0,0,,18
10096,1,2,1,113,34,0,0,British Columbia,5
10153,0,0,1,1,,0,0,,2
10182,0,3,1,16,,0,0,,7
10339,1,3,1,133,,2,0,"Chalon-sur-Saône, France",11
10346,1,14,1,428,,37,1,,24
10389,10,117,19,825,,35,1,,130
10675,7,125,9,1581,,146,6,,219
10696,0,6,1,31,,0,0,,2
10832,1,4,1,33,,0,0,,19
11032,0,7,1,25923,,2619,42,,9712
11375,0,7,1,46,,5,0,,6
11482,0,-1,1,6,,0,0,,7
11675,0,5,1,186,,5,0,,9
11875,2,3,3,75,,0,0,,13
12218,3,13,3,258,,10,0,,25
12311,0,2,1,111,,0,0,,3
12318,2,8,3,631,,431,18,,96
12561,1,9,2,55,,0,0,,6
12647,4,15,7,248,,8,0,,16
12861,0,9,1,46,,0,0,"Rockefeller University, NY",6
13011,0,4,1,21,,0,0,,4
13090,1,1,1,260,,9,0,,17
13097,1,5,2,28,,0,0,,3
13147,0,7,1,36,,0,0,,1
13154,0,14,1,328,,0,0,,57
13254,1,23,2,371,,72,2,,41
13504,0,4,1,21,,0,0,,0
13540,0,8,1,41,,0,0,,3
13554,1,7,3,73,,6,0,,22
14283,3,15,4,282,,7,0,"Storrs, CT, USA",26
14333,0,8,1,41,,0,0,,2
14376,0,1,1,6,,0,0,,6
14390,0,11,2,181,,29,0,,18
17170,0,2,1,11,,0,0,,4
17955,0,4,2,28,,1,0,,10
17956,0,2,1,56,,0,0,,1
18005,0,1,1,34,,2,0,,2
18056,0,-1,1,165,,28,0,,17
18341,1,1,1,45,,2,0,"Southampton, United Kingdom",10
18392,1,-2,4,6,,0,0,,31
18591,0,0,1,135,,4,0,,12
18641,1,2,1,18,,0,0,,2
19692,1,4,2,130,,6,1,,13
19877,0,12,1,61,,0,0,,20
20078,1,6,1,136,,7,0,,9
20213,1,1,1,49,36,3,0,India,25
20363,1,7,2,115,,6,0,"Princeton, NJ",17
20563,2,13,2,294,,11,0,,32
20863,0,1,1,6,,0,0,New Mexico,10
20864,0,0,1,34,,0,0,,33
20949,0,6,1,31,,0,0,,3
21064,0,-2,1,171,,3,0,,41
21149,1,6,1,50,,75,0,,4
21364,0,4,1,33,,1,0,,11
22199,2,3,2,727,,556,3,,66
22436,0,1,1,11,,0,0,,7
22585,0,2,1,31,33,32,0,"Amsterdam, Netherlands",7
23671,1,0,1,3,,0,0,,0
24157,0,0,1,135,,4,0,,2
24472,0,1,1,35,,1,0,,5
24508,1,1,1,8,,0,0,,1
24993,1,2,1,182,,2,0,"Santa Cruz, California, USA",16
25058,0,0,1,192,31,2,0,Boston,12
25258,1,0,1,3,,0,0,,0
25493,1,3,1,18,,0,0,,4
25794,0,3,1,136,,1,0,"Cupertino, CA",13
25944,3,17,3,727,,33,1,"Cologne, Deutschland",140
25993,1,18,1,193,,1,0,New Zealand,9
26179,0,0,2,33,,16,0,Vilnius,11
26244,0,2,1,11,,0,0,,6
26330,1,24,1,123,41,2,0,Rayong Thailand,8
26529,1,2,1,13,,0,0,,1
26680,1,3,1,18,,0,0,,1
27115,1,4,1,45,,1,0,,17
27280,1,2,1,113,26,1,0,"Leiden, Netherlands",7
27615,3,10,3,203,,19,0,,10
27765,0,1,1,992,33,32,5,Pittsburgh,106
28216,0,1,1,64,,2,0,,15
28352,0,2,1,11,,0,0,,2
28451,1,1,1,54,40,4,0,"Nice, France",8
28466,1,2,1,38,,0,0,,14
28501,0,4,2,21,,0,0,,7
28751,1,1,1,108,30,0,0,Canada,3
28852,0,1,1,106,,3,0,"Stockholm, Sweden",1
28987,0,0,1,1,34,0,0,"London, United Kingdom",1
29137,3,10,3,3632,,906,26,,955
29237,0,1,1,11,,0,0,,3
29537,0,1,1,292,,76,0,,44
29588,1,0,1,103,,0,0,,6
29787,2,7,4,40,,2,0,,5
30223,0,5,1,31,,0,0,,1
30438,1,3,2,381,,3,0,,46
30488,2,12,4,430,,15,2,"Wisconsin, United States",211
30573,0,-1,1,1,,0,0,,1
30874,1,0,1,58,,5,0,"Amsterdam, the Netherlands",13
31009,1,1,1,23,,0,0,,0
31260,1,2,1,151,,6,0,,8
31474,3,11,4,179,34,8,0,"Barcelona, Spain",21
32096,1,4,1,64,,1,0,,5
32346,3,23,7,201,24,23,0,"Vienna, Austria",40
34718,0,6,1,141,,0,0,,3
35003,1,1,1,181,,0,0,,4
35067,1,7,1,38,,0,0,,2
35553,0,1,1,106,,0,0,,1
35639,1,0,1,175,,14,0,,8
35753,1,5,2,550,34,21,0,,24
35904,0,3,1,191,42,9,0,Rome (Italy),34
35989,2,8,2,25805,,4872,86,"Warsaw, Poland",2054
36440,0,2,1,11,,0,0,,0
36575,2,7,2,465,,28,4,,52
36625,0,4,3,21,,1,0,,4
36975,0,1,1,140,28,7,0,Netherlands,3
37190,1,3,2,45,,0,0,,9
37326,0,0,1,1,,0,0,,0
37526,1,2,1,22,,1,0,,3
37661,2,6,4,202,,52,1,,20
37726,0,7,1,36,,0,0,,0
39597,1,0,1,3,,0,0,,0
40634,1,3,2,133,29,13,0,"New York, United States",6
41320,0,2,1,11,,0,0,,1
41819,1,2,1,25,,1,0,,1
16843,0,1,1,290,,338,0,,39
17179,0,1,1,16,,0,0,,3
17296,0,2,1,340,,7,0,,17
17330,0,1,1,6,,0,0,,0
17379,1,2,1,135,,24,0,"Chisinau, Moldova",11
17394,0,2,1,11,,0,0,,49
17530,0,1,2,6,,0,0,,12
17645,1,1,1,18,,1,0,,13
17745,4,8,4,149,33,1,0,"Bergen, Norway",9
17915,1,9,2,206,,1,0,,10
18181,0,4,1,21,,0,0,,3
18281,1,12,1,168,35,11,0,"Vienna, Austria",40
18330,0,14,1,71,,0,0,,1
18615,2,4,2,153,,19,0,,15
19751,0,2,1,11,,0,0,,3
20038,1,1,1,13,,0,0,,11
20204,0,3,1,16,,0,0,,1
20287,0,4,1,21,,0,0,,0
20338,2,12,4,232,,19,0,,18
20487,1,4,1,23,,0,0,,6
20587,2,7,2,609,,140,4,,68
20589,1,13,2,195,33,6,0,"Davis, CA",7
21089,0,3,1,16,,0,0,,3
21559,1,4,1,33,,0,0,,7
21674,1,2,1,137,,18,0,,21
21940,1,0,1,3,,0,0,,1
22361,1,1,3,8,,0,0,,19
23812,2,7,2,140,,3,0,,23
24097,15,46,16,1141,,56,1,"Vancouver, Canada",224
24148,0,2,2,161,27,20,0,New Delhi,9
24648,0,1,1,6,,0,0,,1
24682,1,2,1,13,,0,0,,3
24784,1,4,1,123,,2,0,,1
24982,0,21,1,221,,4,0,,15
25133,8,55,12,587,,98,1,USA,56
25184,6,12,6,354,,142,1,,57
25469,0,0,1,1,,0,0,,3
25667,2,5,2,30,,0,0,,76
25784,0,1,1,6,,0,0,,1
25903,1,5,1,50,,0,0,,1
25954,0,0,1,1,,0,0,,1
26439,1,2,1,13,,0,0,,4
26569,2,3,2,353,22,33,0,,42
26756,5,3,5,146,,14,1,,12
26903,0,1,1,6,,0,0,,4
26905,0,1,1,146,,3,0,,10
27020,1,1,1,155,37,4,0,Italy,11
27241,0,2,1,93,,3,0,,5
27541,1,7,1,143,28,4,0,United Kingdom,6
27590,1,3,1,115,,7,0,Thailand,28
27639,0,1,1,6,,0,0,,1
27975,0,0,1,1,,0,0,Chile,1
28092,3,2,5,23,,0,0,Sweden,79
28377,3,7,3,74,,4,0,,22
28411,0,2,1,38,,13,0,"Tel Aviv-Yafo, Israel",5
29111,1,3,1,18,,0,0,,1
29311,0,5,1,26,,2,0,,7
29447,1,10,1,105,,2,0,,9
29547,1,3,2,467,,21,0,,16
29711,0,0,1,1,,0,0,,2
29764,1,1,1,13,35,0,0,,3
30249,0,1,1,11,,0,0,,0
30313,1,4,2,62,,6,0,,4
31334,4,33,4,1031,,93,0,,103
31400,1,17,1,150,,15,0,,5
31536,0,3,1,384,,15,0,,22
31619,0,1,1,6,,0,0,"Amsterdam, Netherlands",1
31634,0,4,1,656,,21,2,,54
31819,1,20,2,113,,0,0,,23
32372,0,1,1,106,26,0,0,Brazil,2
32470,2,4,3,165,,3,0,San Francisco Bay Area,7
32472,1,-2,3,54,,6,0,,29
35280,0,1,1,596,,30,1,,39
35463,1,0,2,22,,28,0,,23
35529,1,0,1,3,,0,0,,2
36063,1,0,1,35,34,3,0,,1
36229,2,8,2,5522,25,1956,62,New York,940
36465,1,3,1,343,,103,3,,47
36514,0,9,2,46,,0,0,,7
36565,0,4,1,21,,4,0,,16
36680,1,2,1,563,,3,0,,45
37399,0,1,1,303,,9,0,,31
37499,2,3,2,127,,4,0,,22
37886,1,3,1,131,,9,0,,9
38052,1,0,1,108,,0,0,,6
38452,1,2,1,33,32,9,0,"Grenoble, France",7
39722,1,5,1,50,,1,0,,3
40124,0,2,2,212,,2,0,,26
40158,0,1,1,6,,0,0,,1
40407,2,3,2,20,,3,0,,11
40443,0,3,1,246,,29,2,,53
40494,0,7,6,88,,4,0,,21
41243,1,5,1,55,,2,0,,2
14525,0,3,2,265,,10,0,"Bogota, Colombia",66
14627,1,1,1,108,,0,0,"Nova Scotia, Canada",7
14661,0,13,1,309,,4,1,,96
14666,1,6,1,68,,1,0,,14
14900,1,5,1,128,,2,0,,10
15997,1,6,3,389,,29,3,,28
16265,0,4,1,39,,3,0,,8
16329,1,4,1,145,36,7,0,"Atlanta, GA",9
16406,0,5,1,26,,1,0,,4
16899,0,2,1,11,,0,0,,2
17133,1,3,1,28,,0,0,,1
17142,0,13,2,66,,0,0,,5
17401,0,1,1,21,,0,0,,0
17801,0,3,2,248,,11,0,,28
17835,1,2,1,113,27,15,0,"Gothenburg, Sweden",5
17869,2,3,2,219,30,35,0,"Bronx, NY",25
17942,0,0,1,1,,0,0,,2
18244,2,10,3,256,,18,0,,25
18435,0,3,1,16,,0,0,,0
18571,0,0,1,1,,0,0,,0
19814,1,9,1,183,,7,0,,50
19907,0,1,1,11,,0,0,,3
20209,0,3,1,16,,0,0,,4
20307,1,2,1,235,,271,0,,27
20473,0,1,1,26,,0,0,,3
20550,0,2,1,11,,0,0,,0
21286,1,3,1,68,,33,0,"London, United Kingdom",9
21418,1,0,1,125,,5,0,Moscow,13
21545,0,0,1,26,,0,0,,5
21720,6,33,13,321,,42,0,,52
22022,1,3,2,458,,12,0,,19
22179,0,1,1,6,,0,0,,1
22456,1,4,1,23,,0,0,"New York, United States",2
22579,1,0,1,22,,0,0,,7
22588,0,5,1,26,,0,0,,0
23719,1,4,1,123,,1,0,,3
23783,1,0,1,83,29,8,0,"Singapore, Singapore",15
23792,0,8,1,41,,0,0,,4
24587,0,3,1,368,,16,0,,61
24626,3,6,3,81,,25,0,,101
24660,0,1,1,113,,0,0,,19
24728,1,0,1,319,,33,5,Belgium,23
24894,0,2,1,82,,1,0,,18
25864,1,1,1,115,,1,0,,0
25932,0,11,3,103,,0,0,,16
25991,0,1,1,6,,0,0,,5
26766,1,1,1,138,,2,0,,11
27025,1,5,1,32,,6,0,Finland,2
27327,2,4,3,52,,8,0,Chicago,2
27536,1,2,1,118,,6,0,,5
27736,0,6,1,31,,0,0,,6
27761,1,3,1,150,,11,0,,9
27863,0,1,1,21,,0,0,,7
28131,1,8,1,90,33,16,0,District of Columbia,5
28170,0,0,1,16,,0,0,,2
28272,1,4,1,123,,22,0,"St. Louis, MO",9
28365,1,4,1,38,,1,0,,1
28370,1,3,1,118,33,4,0,"New York, NY",4
28472,1,22,4,241,,16,0,,22
28740,0,10,3,3070,,758,26,"London, United Kingdom",375
28774,6,4,6,90,,10,1,,26
28808,0,2,1,123,,0,0,USA,10
28906,0,14,1,71,,0,0,,1
28940,0,0,1,366,,54,0,,53
29072,1,6,2,407,,21,2,,146
29331,1,1,1,23,,0,0,,5
29433,1,1,1,770,,26,3,,79
29442,0,3,1,16,,1,0,,17
29535,1,1,1,8,,0,0,,1
29608,1,0,2,6,,0,0,,2
29774,1,7,2,154,,9,0,,17
29876,2,10,2,65,,19,0,,3
29901,0,1,1,6,,0,0,,0
30412,0,3,1,19,,0,0,,2
30501,1,16,1,83,,2,0,,15
30510,2,16,2,253,,31,0,,14
30701,0,0,1,74,,16,0,Germany,13
30769,0,2,1,11,,0,0,,1
31314,2,14,2,324,39,8,2,United States,42
31339,0,2,1,111,,0,0,NYC,4
31582,1,2,1,120,,12,0,,5
31841,0,2,1,31,,0,0,,3
31973,3,6,5,50,,1,0,,8
32050,1,3,1,18,,0,0,,18
35292,0,2,1,11,,0,0,,4
35526,1,0,1,113,29,92,0,,36
35751,0,0,1,98,,1,0,,8
35926,0,3,1,36,,0,0,,1
36428,1,2,2,173,,11,0,,18
36462,1,0,1,1169,31,45,3,Brussels,273
37028,0,1,1,6,,0,0,,3
30,1,40,2,3083,,40,3,"New York, NY",412
64,1,5,1,136,34,5,0,"Seattle, WA",11
98,1,9,1,361,,156,1,,29
183,4,235,11,27963,,2574,56,"Melbourne, Australia",6828
230,9,78,10,2271,46,459,9,Germany,217
315,1,6,1,726,34,2,0,Slovenia,64
634,3,44,3,541,,8,0,,54
749,1,12,2,447,,6,0,,45
966,4,23,5,1764,,244,0,"Perth, Australia",210
1119,1,3,1,781,37,13,0,,41
1434,5,27,6,469,,24,0,"Minneapolis, MN",96
1451,1,7,1,203,,4,0,"San Francisco, CA",26
1970,2,11,2,85,,25,0,,21
2387,1,5,1,269,,4,0,,28
2838,2,16,2,226,,11,0,Germany,13
2889,1,7,1,163,29,1,0,"Osaka-shi, Japan",100
3008,2,24,3,253,33,5,0,,24
3140,2,33,2,366,27,41,2,Belgium,85
3442,0,5,1,36,,0,0,"Singapore, Singapore",14
3459,1,1,1,166,33,12,0,,10
3591,1,3,1,356,,79,0,,47
3757,1,26,1,133,,0,0,,11
4008,1,7,1,138,27,0,0,"Manhattan, KS",7
4110,6,43,7,700,,45,0,,54
4544,0,2,1,171,30,3,0,"New York, NY",29
4727,1,16,1,115,,4,0,"Los Angeles, CA",5
4812,1,1,1,2542,28,553,4,"Chicago, IL",267
4829,4,47,8,902,,153,1,,61
5046,0,6,1,31,,0,0,,2
5280,6,39,8,703,39,45,1,Germany,168
5344,3,27,3,252,,3,0,"Poznan, Poland",43
5429,8,52,10,2671,38,471,1,Sweden,644
5497,0,1,1,87,,2,0,,16
5646,1,18,1,319,,73,0,,19
5829,1,10,1,4871,,494,6,"Austin, TX",624
5931,4,9,5,696,,13,0,,122
6233,0,10,1,51,,0,0,,19
6250,1,25,1,248,,43,0,,58
6867,0,4,2,690,32,66,4,Germany,41
6884,6,46,7,642,,148,0,,96
6969,0,3,1,71,,2,0,,5
7169,0,2,2,566,,59,3,,74
7186,0,3,1,16,,0,0,,3
7216,0,2,1,81,,0,0,,5
7250,2,4,2,10768,,1239,120,United States,738
7335,1,2,1,113,25,2,0,"Salto, Brazil",13
7420,2,11,3,218,,61,0,,22
7888,1,0,1,3,,0,0,,2
8071,0,6,4,37,,0,0,,8
9007,2,12,2,1843,,510,33,Australia,511
9258,0,6,1,31,,0,0,,14
9526,0,1,1,26,,0,0,,4
9607,1,1,1,8,,0,0,,0
9756,0,9,1,46,,0,0,,0
9760,0,16,1,81,,0,0,,7
10275,2,26,3,135,,26,0,,28
10458,0,0,1,101,34,1,0,"Chicago, IL",1
10662,0,5,2,146,,1,0,,10
10828,1,2,1,113,41,0,0,,2
10845,0,8,1,156,,2,0,,18
11462,1,9,2,268,31,38,0,Germany,164
11496,0,7,2,245,,9,0,Paris France,21
11598,1,5,2,170,,11,0,,7
11645,0,3,1,116,,4,0,,2
11781,0,3,1,131,,0,0,,33
11832,1,2,1,433,,44,1,,25
11849,1,5,1,2648,38,320,107,,675
12096,2,41,2,404,,4,0,,43
12147,7,13,8,974,35,255,1,Vienna,226
12347,1,13,1,530,28,31,6,"Toronto, Canada",50
12551,3,5,4,107,,6,0,,36
12598,0,1,1,245,,4,0,,18
12934,0,1,1,6,,0,0,,4
13066,1,5,1,308,,15,0,"San Francisco, CA",12
13300,1,2,1,116,,1,0,,4
13351,0,4,2,158,36,6,0,Ontario,26
13636,2,8,3,108,,74,0,Germany,102
14104,6,19,7,621,,15,0,,40
14138,0,0,1,151,,2,0,,10
14185,0,1,1,9,,0,0,,1
14202,0,2,1,187,,4,0,,19
14270,2,0,3,124,,4,0,Italy,6
14874,0,3,1,16,,0,0,,0
14904,0,0,1,1,,0,0,,0
15976,1,2,1,13,,0,0,,0
16057,2,10,2,77,,11,0,,48
16074,0,13,1,76,32,2,0,Norway,7
16210,2,6,3,186,,22,0,,22
23733,2,8,2,85,,31,0,,9
23874,0,5,1,26,,1,0,,4
23933,0,0,1,46,,0,0,,4
24069,0,0,1,1,,0,0,,2
24169,2,6,7,265,,4,0,,33
24269,0,3,1,16,,0,0,,3
24503,1,1,2,160,,4,0,,17
24510,0,3,1,16,,0,0,,0
24712,1,0,1,3,25,0,0,Denmark,2
24869,0,2,1,11,,0,0,,4
25212,1,1,1,4094,,82,1,United States,623
25339,2,7,2,146,,31,0,,26
25382,0,1,1,6,,0,0,Warsaw,2
25439,0,9,3,61,,4,0,,19
25539,1,3,1,118,,0,0,,3
26105,1,1,1,1370,,72,0,"Bristol, United Kingdom",185
26977,0,1,1,106,34,0,0,,3
27354,0,0,2,11,,0,0,,14
27411,0,0,1,1,,0,0,,1
27418,1,2,1,69,,8,0,,6
27477,2,7,2,140,30,8,0,India,11
27577,1,2,1,38,,2,0,,7
27813,0,15,2,295,,7,0,,28
27947,0,8,1,41,,0,0,,3
28113,0,1,1,6,,0,0,,0
28147,0,3,1,25,,1,0,,10
28213,0,0,1,1,,0,0,,2
28311,1,2,1,134,,14,1,"Prague, Czech Republic",16
28354,3,8,3,154,,13,0,,28
28520,1,17,1,939,,34,5,,72
28654,0,5,1,26,,0,0,,1
